"Name","model.r_max","model.l_max","model.num_layers","model.num_tensor_features","model.num_scalar_features","model.allegro_mlp_hidden_layers_width","test0_epoch/forces_mae","test0_epoch/forces_rmse","test0_epoch/per_atom_energy_mae","test0_epoch/per_atom_energy_rmse","test0_epoch/total_energy_mae","test0_epoch/stress_mae","test0_epoch/stress_rmse","test0_epoch/weighted_sum","val0_epoch/total_energy_mae","val0_epoch/stress_mae","val0_epoch/per_atom_energy_mae","val0_epoch/forces_mae","val0_epoch/forces_rmse","val0_epoch/per_atom_energy_rmse","val0_epoch/stress_rmse","val0_epoch/weighted_sum"
"hpo_096_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-128_fold0_seed2","5","2","2","64","64","128","0.1981806907224961","0.32611795530082816","0.02455971863864477","0.0371356560805822","2.235660717662306","0.008179787958489223","0.01602605116726933","0.13339590728586423","2.2908197141872484","0.008309417382116196","0.02472423534880554","0.20460743639498177","0.3606045261758933","0.04219000105698602","0.01692702701399428","0.1376688353901421"
"hpo_096_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-128_fold0_seed1","5","2","2","64","64","128","0.19840760053380893","0.3077354886231908","0.025080115026749176","0.03256714676703879","2.3843776385975772","0.008458619791200076","0.01610602334395992","0.13364375837496317","2.3786624861007204","0.008755462410853567","0.025356956233400695","0.20541319185616785","0.3568812554892871","0.04009115674035854","0.020012980802539073","0.13835398828043596"
"hpo_096_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-64_mlp_width-128_fold0_seed0","5","2","2","64","64","128","0.1962482412785572","0.3040370597215761","0.024355162217233228","0.031739146783650966","2.365901014461163","0.007575033068493484","0.014699575770650118","0.13192293490601883","2.386496488123139","0.008305964737924042","0.026676008203049613","0.20211176821057064","0.33842909258033826","0.07000143287784404","0.0381850797230209","0.136051493910259"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold2_seed2","5","2","2","32","64","512","0.18715581251746757","0.2913074855958313","0.023839138675607153","0.03575630383773074","2.2420247819268955","0.007752943483757126","0.01581218292426034","0.12599280725845938","2.2764220210372588","0.007715538820126606","0.02419310423717903","0.19254648203567887","0.30283018351548074","0.042220028664059175","0.017819924297662156","0.12953165363847746"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold2_seed1","5","2","2","32","64","512","0.18890577487000265","0.29845327694175106","0.024726302972330957","0.03553164544223308","2.305534153426301","0.006950409336124468","0.01433611697384292","0.12689177999836285","2.348859260128702","0.007006887128413108","0.025736756257502928","0.1939463638701943","0.30480778535381114","0.04341013693440452","0.02023455335495868","0.13023983063128347"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold2_seed0","5","2","2","32","64","512","0.18441759563889729","0.29136247502609125","0.030318664864098087","0.038994263196410126","2.8535854663581492","0.007297182107877024","0.014172075652882213","0.12412668420402484","2.8659066729064144","0.007259347252747972","0.03016970398907367","0.19037805445652703","0.30679914372882605","0.04092325083386288","0.0146599547322632","0.1280336330017648"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold1_seed2","5","2","2","32","64","512","0.17893576269937303","0.2912108668745328","0.023137030746422947","0.03261891956666723","2.249032971003924","0.007740233760748282","0.015459540375010851","0.12057146065439188","2.249275131798978","0.0077800270145961725","0.02445700310740711","0.18898278774525337","0.361979749222053","0.03791728052036452","0.019046511168637623","0.1272118034965129"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold1_seed1","5","2","2","32","64","512","0.1856799519730888","0.29917827389628737","0.02278919048751634","0.03179875785453278","2.228205043394236","0.007941823972055485","0.015407173168405692","0.12507016300583348","2.2034158530494445","0.007652129763749612","0.02307060626296717","0.19539166155605656","0.3617674714063798","0.031689592604282175","0.014919188888607222","0.13136785431788864"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold1_seed0","5","2","2","32","64","512","0.17568475182127646","0.27674118276930815","0.02180410255499693","0.029849732638544416","2.1280933327592937","0.00704967285425724","0.013845131617218547","0.11818794098651648","2.089700267170383","0.006930884450715709","0.02247038277403171","0.18572104208006948","0.34690201514853947","0.03428600676169954","0.014632690124676136","0.12476045523743944"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold0_seed2","5","2","2","32","64","512","0.19108656375352184","0.31352092418386224","0.024961999706363334","0.03643173396177155","2.317156591008366","0.007801360970379654","0.015556853340641058","0.12860952910055193","2.334017091379926","0.007957580820700154","0.0251152420109954","0.1971970164092252","0.36548605479302665","0.04007318765034907","0.017057119851989468","0.13268296819723366"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold0_seed1","5","2","2","32","64","512","0.1922972968350335","0.3002324173426454","0.024700544671566967","0.03147089368876084","2.344732008558254","0.008155687350334943","0.0159147674105279","0.12951917855502126","2.355673115685856","0.008401040579400694","0.02556034100040866","0.1987431232769191","0.3341556732072284","0.04146519982611863","0.024460671863416963","0.13385187525436026"
"hpo_095_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-512_fold0_seed0","5","2","2","32","64","512","0.18647663352071964","0.29292922122461945","0.022729144651171054","0.030128833592051384","2.2194806192301963","0.007826445780951354","0.014986755777936674","0.12555555217382813","2.204465362104925","0.008138801834539099","0.023140424313130774","0.19194037512296055","0.32616200356982455","0.03767725839279234","0.02252928481769776","0.12925827929374523"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold2_seed2","5","2","2","32","64","256","0.2021348948052491","0.31095668483111544","0.025102493457394157","0.0359987524878841","2.353729901005409","0.008466777587670492","0.016711519385973633","0.13609890359752122","2.412319668837114","0.008281988507457995","0.025944406064343575","0.2076763796756288","0.3212781385938492","0.04292290203348461","0.016256708406590964","0.1396949092438452"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold2_seed1","5","2","2","32","64","256","0.19658528230319688","0.3092174522595868","0.02459410730277941","0.035934145105864644","2.2811083863938753","0.007406888727759301","0.01452709642240652","0.1320925057981132","2.337883023544113","0.00732358265006514","0.025153103489693705","0.2020417941315795","0.3132046559169504","0.04264943854386606","0.015449917350980455","0.13566226810947762"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold2_seed0","5","2","2","32","64","256","0.1903347674932665","0.29680865197957135","0.023996344763076653","0.03221566773772257","2.307546520025136","0.007655100983960569","0.015038507618422504","0.12805410847401866","2.3316227170147212","0.007631409598194157","0.024675708180926095","0.19588661661435233","0.3154883494099115","0.0377234008088803","0.017321768258140108","0.1317077865638605"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold1_seed2","5","2","2","32","64","256","0.1882691749474723","0.30693176170482933","0.023761733217527933","0.03090580569931099","2.2516782628147864","0.0074511619515187375","0.01450554945862976","0.1266249938076199","2.2783062007786237","0.007472241216581381","0.025077071214301364","0.19769101011167944","0.3795714025420237","0.036968528598970915","0.016200570741854155","0.13284781062122117"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold1_seed1","5","2","2","32","64","256","0.1955167364819141","0.30624684315362","0.02507190252065592","0.03512593201516202","2.385759176553788","0.007524754254176009","0.01451017094294968","0.1314345734601416","2.36201171486261","0.007484664056713243","0.025584490005629717","0.2053087578417832","0.38303605867643026","0.036058729466851264","0.014502655442209326","0.1378702497830608"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold1_seed0","5","2","2","32","64","256","0.19015477551304596","0.2996661462643958","0.024033848152322707","0.033851848252713965","2.308253043139467","0.007575616295618624","0.014736112017661564","0.1279100398841459","2.2867623762473785","0.007444174092550836","0.025184246516033033","0.200207875365125","0.3687639578871651","0.038376898954089834","0.014925859502354252","0.13449582061955334"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold0_seed2","5","2","2","32","64","256","0.19689335597056948","0.3106084426874336","0.025333522052437146","0.03567692803599001","2.34092360638094","0.008223535800966592","0.01609784394424029","0.13257354888954043","2.350139462559807","0.008608375918831634","0.025745088858637463","0.2038424005562489","0.3788502718253056","0.04299845833679917","0.02678926225847156","0.1372772962452878"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold0_seed1","5","2","2","32","64","256","0.19972934675279777","0.3140116064273893","0.024776966678778177","0.03251974552431318","2.3428569534334422","0.008048395434143674","0.015550577272873132","0.13437439723910868","2.342340244736036","0.00847205483739452","0.02505039021871299","0.20635292984375583","0.3610647186550423","0.0402501635590242","0.02232690407078905","0.1388749770176496"
"hpo_094_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-256_fold0_seed0","5","2","2","32","64","256","0.1973761569712661","0.3059762596495033","0.02397419244910381","0.03221053911665961","2.256863548388722","0.008318035627185546","0.015966283449041472","0.13290438068015853","2.3047198780859945","0.008589311181643251","0.02509365242194885","0.2037202384744863","0.3497148660744496","0.04279056894448614","0.02073022792172548","0.13718208362746512"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold2_seed2","5","2","2","32","64","128","0.20655000234035148","0.3189630153073835","0.02570910158463476","0.03691672611594046","2.4110458282561273","0.008480417776120403","0.0166028983898725","0.1390160481974371","2.4850859439593833","0.008361121582446507","0.026897084206931297","0.21213625705092973","0.32565537359309693","0.04411934326837784","0.016606790807505763","0.14266760495150765"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold2_seed1","5","2","2","32","64","128","0.20164833659054449","0.3155594410283751","0.025344861238369855","0.03530995848845747","2.414986317338488","0.007846213634066526","0.015084562902874342","0.13557785567917444","2.4603203198957733","0.00785353311320769","0.026817070574789305","0.2068493603271145","0.3193110236896274","0.0455862789403042","0.022056714127109286","0.13902136072053564"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold2_seed0","5","2","2","32","64","128","0.20046875831722968","0.3113106869793289","0.026304666512230995","0.03748273117482564","2.466741471876561","0.007676198475163433","0.01512008970692135","0.1347585203191158","2.4772105717613986","0.007810544495320563","0.026781962240706413","0.20618752557365455","0.32371789730209194","0.046836118632126875","0.020173771568177193","0.13857134017508485"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold1_seed2","5","2","2","32","64","128","0.19851689562858665","0.30501485245391513","0.02478368021791881","0.03353778632148031","2.31971839422252","0.007586793982440188","0.01497825223013695","0.133424977779056","2.3227149895023413","0.007545710908980646","0.025511716259620256","0.2079912761013765","0.3816642261316307","0.034324806172789886","0.01546333141844764","0.1396541880796442"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold1_seed1","5","2","2","32","64","128","0.20468707984206932","0.32302028080390444","0.024084768411168807","0.03296294242140197","2.322789103907699","0.008382425949509425","0.01626619673403894","0.13773683433226805","2.340471013926535","0.00832683750641073","0.0255176893558367","0.21415757004952177","0.38644784737442334","0.04118305800652104","0.01695961997915461","0.14396798854594992"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold1_seed0","5","2","2","32","64","128","0.20025243836436513","0.3192381404178209","0.02460700413303033","0.03476368623257836","2.3287317084805825","0.0073886114270991406","0.01462972430644457","0.13449926589511532","2.3009957332549256","0.007273188587681997","0.024804789226270888","0.2099126943497572","0.3918936566491092","0.03451343602954659","0.014988657361810752","0.14081933186060766"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold0_seed2","5","2","2","32","64","128","0.20380545696356736","0.3172060462655636","0.02580169743694194","0.03730390138485398","2.395851791511709","0.008563858661884695","0.016459714249705538","0.1372390922652951","2.399174468332492","0.0087496140707766","0.02605114186915697","0.21078941105006033","0.3563378380929686","0.042234190536579626","0.019244365713639463","0.14189818481765248"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold0_seed1","5","2","2","32","64","128","0.2096540003849819","0.3273189893729044","0.02618523208302322","0.03439433034664835","2.4783930151168385","0.008538015433630367","0.016485879224931024","0.14108336364701157","2.4678261629657325","0.008644669475060757","0.026191559654946947","0.216166003209379","0.34788528675063507","0.03875320225214283","0.01818407345365431","0.14540274285526864"
"hpo_093_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-32_mlp_width-128_fold0_seed0","5","2","2","32","64","128","0.20644079101752577","0.3187793974685339","0.024991800754886804","0.03439560667713369","2.3647280216380353","0.0088717313346557","0.017142641369664282","0.13906348203944166","2.395220806365337","0.009251033467833935","0.02613269278343681","0.2131237564433773","0.35982254520054563","0.045172437034730145","0.026502312383852145","0.1435999519953704"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold2_seed2","5","2","2","16","64","512","0.20099584179759908","0.310514708610165","0.026091343662366987","0.03895814200052513","2.3989406356629632","0.00800437264759187","0.016114452264488783","0.13521043091752788","2.448513690702608","0.007902136291813805","0.02662968435039979","0.2069398863033648","0.32194339616510753","0.04353164135649548","0.01586574627866919","0.13909443956334194"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold2_seed1","5","2","2","16","64","512","0.2034917850063382","0.3148066327229057","0.025432231577869897","0.03489056865019648","2.4016282624692","0.008095821592995715","0.015413288707336456","0.136873908180522","2.468605589274714","0.00824108442597424","0.02653376346403592","0.2087722412838463","0.3207071085594333","0.04363970965867354","0.021538294407933412","0.14041017024086458"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold2_seed0","5","2","2","16","64","512","0.1913596759715508","0.3039940890999909","0.02412921799359292","0.032544913906003586","2.339364949864913","0.00770774310465581","0.014872212920407548","0.12874745518667804","2.3781868716067964","0.007787431065272442","0.02481168856007203","0.1966054400117133","0.3108627504857466","0.04117504969699777","0.02137662696592979","0.13223380876023091"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold1_seed2","5","2","2","16","64","512","0.19114628823361623","0.30297186686543476","0.02364776163222235","0.03132579212088349","2.278763837062068","0.007657240677171147","0.015163486653009471","0.12858412092424096","2.2780042015845825","0.007476467665552465","0.02456555433738914","0.20115092319071687","0.3711162652663303","0.03357288989364325","0.014732443308664552","0.13511872901989533"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold1_seed1","5","2","2","16","64","512","0.19139830385803905","0.30425821783077467","0.024311236805989424","0.03136594670439226","2.3543912491223864","0.007722790023550818","0.015135215601530696","0.12878021289864094","2.3456774295111513","0.007564949671833992","0.0246634830148436","0.20148697298851465","0.3753761705318748","0.033027507071400085","0.015727364793033712","0.13537020887153192"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold1_seed0","5","2","2","16","64","512","0.19018499635506925","0.29919230980278694","0.023737762247689257","0.03175693830990355","2.296601804782484","0.007032402848655284","0.013833815081308648","0.1277473375160202","2.300262092574735","0.007117331637364662","0.025064993181846768","0.19973533450807648","0.3588260388855323","0.036317491983517296","0.015818754208809294","0.13407585538841826"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold0_seed2","5","2","2","16","64","512","0.1928324383899209","0.304875909741496","0.02357301096024018","0.030010885059150328","2.251868751330278","0.007553512116026517","0.014626365304117398","0.1296583254389072","2.256857952450338","0.007887862320494673","0.024046682971973564","0.19921087408407168","0.3518837482843998","0.035547460305938625","0.018941776408606628","0.13397088085773584"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold0_seed1","5","2","2","16","64","512","0.19666720739904403","0.3046294116350513","0.024592609613833572","0.03152383057285971","2.313713299041947","0.008100943548266265","0.01550026940348117","0.13237469168779858","2.339686398641142","0.008342349628644802","0.025089257380397287","0.20300593096691616","0.3372276875580389","0.03738704372165609","0.022735413986452704","0.13663084929529376"
"hpo_092_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-512_fold0_seed0","5","2","2","16","64","512","0.2012926947619752","0.3135917138200456","0.02459822294674638","0.033159247072094986","2.293254802931634","0.007616328430604395","0.014646350251815538","0.13525843647119234","2.3370096135540273","0.007658895310635913","0.025050570692284863","0.2076205502127127","0.3465496496764665","0.03779756188280272","0.015083877012031252","0.13944145347491865"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold2_seed2","5","2","2","16","64","256","0.20744398118019036","0.31762844816492525","0.027184542864986585","0.03971017845837945","2.483113854562714","0.0084944233471928","0.016363850282098278","0.13962821296782008","2.5394804159357913","0.008449427178947332","0.028117514112985666","0.2137918293579999","0.33075029993410193","0.049032222133407695","0.01745138001233504","0.143801903440614"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold2_seed1","5","2","2","16","64","256","0.20889120653328255","0.3270692840631613","0.025431708594883567","0.03432936666898706","2.3997001447456263","0.007541948664064737","0.01471994215090269","0.14024395726132408","2.4295190813516467","0.007386657258884755","0.025476688332844544","0.21385857222781404","0.32879343962435503","0.036486059995169934","0.014189895704404728","0.1434614701473114"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold2_seed0","5","2","2","16","64","256","0.19967055313795948","0.30964902381778425","0.024526234541855537","0.031150979267359945","2.418908753318412","0.007234064362566488","0.01405028292283312","0.13406454605926305","2.4695811741555236","0.0074194013916234446","0.02547891498773647","0.2049501508828822","0.3179751901165279","0.039760712217621376","0.021710921865568243","0.1376114670252952"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold1_seed2","5","2","2","16","64","256","0.1970966945333509","0.30886747003368115","0.02445695489472214","0.032538352855369046","2.306614684095818","0.007892222062309759","0.01527693367580211","0.13258680569894754","2.2938577383498395","0.007771860642949803","0.024915424340126224","0.20680999276674095","0.38663570036025285","0.033242409098062274","0.015903211217963092","0.13894357340461738"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold1_seed1","5","2","2","16","64","256","0.20416768289242213","0.3154346130478362","0.02571918642664557","0.03688016036325407","2.464384766850887","0.007846647885402971","0.015223463366499624","0.13724038852872142","2.437166106175696","0.007845648255546794","0.025678993511234326","0.21428449181211107","0.3891327719227982","0.035243432572838046","0.016301858549356358","0.14389532619086126"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold1_seed0","5","2","2","16","64","256","0.19761554456379044","0.30662135031751814","0.02508114564680233","0.03382298192580262","2.37401682084394","0.007787780142313424","0.015165610546783026","0.13290201154466005","2.3269366249073573","0.007558428318153557","0.025225837254051146","0.2076134375418806","0.3790458502105348","0.03462787901483324","0.014731365749163157","0.1394060318723937"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold0_seed2","5","2","2","16","64","256","0.2060596455831866","0.32218968955245575","0.026722431169500117","0.036844719832842904","2.524381303679042","0.008249537950466351","0.016180894002455117","0.13863083104066432","2.4874165944706585","0.008382213448163868","0.026257054466309885","0.21311716371067968","0.3708141562363232","0.0401197386398876","0.01792471441519447","0.1433114549500578"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold0_seed1","5","2","2","16","64","256","0.20670206631196408","0.3238391691714949","0.026124796461086997","0.034690257285304484","2.441811284862283","0.007860538667836847","0.015372183081426748","0.13891765235204226","2.4181080693131283","0.008110072979067757","0.025966694523961317","0.2134745083103661","0.35402931699828893","0.03975219728417265","0.023125730646028315","0.14345320966472316"
"hpo_091_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-256_fold0_seed0","5","2","2","16","64","256","0.20667811247194337","0.31996860848143527","0.024523768527441585","0.03213008770946522","2.329574186837616","0.00846484042407221","0.016141954487108787","0.13907961056218968","2.385573700018776","0.008713049830036096","0.02545271187037698","0.2133885704404861","0.3841597532133918","0.04088241473083661","0.02157496927759804","0.14358825631112615"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold2_seed2","5","2","2","16","64","128","0.2115956659539044","0.3264650779673373","0.02727163149536569","0.038692363126895064","2.509223031260055","0.008035799400704249","0.016055234600205498","0.14220986729221308","2.5802909205367923","0.007926229300425748","0.028258345755215245","0.2174618945546432","0.33689345596690595","0.04525195843007874","0.016789301181072348","0.14604616849997396"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold2_seed1","5","2","2","16","64","128","0.2130623060554467","0.3283600082093787","0.02647231831130511","0.035498280655423105","2.4611501483560607","0.008713618113700633","0.01642776048871735","0.14338721149902842","2.535848211783217","0.008793111202640392","0.02711967637078205","0.218467991663731","0.3369476845954745","0.03941882393065268","0.01806093574168076","0.1469782505213598"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold2_seed0","5","2","2","16","64","128","0.20698415155503896","0.32016417908348394","0.025440932388404724","0.03377089032381475","2.455890187330839","0.008304256458228883","0.01602752859192899","0.13924019633679044","2.5498408207824617","0.008229157228773714","0.026453426845495828","0.21288658441161995","0.33013524081853385","0.038542148320774225","0.016009822677145773","0.14311199444928732"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold1_seed2","5","2","2","16","64","128","0.20366634466089537","0.3168227638040012","0.02507140461335074","0.03338930379460661","2.3956052607931855","0.007679673931740601","0.015292223047198385","0.13684711165725832","2.407148105078406","0.007702199845095458","0.026618184158124843","0.21299943894036055","0.3789623096023379","0.040282555375355494","0.017693629771935063","0.14301506746452025"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold1_seed1","5","2","2","16","64","128","0.209673118964562","0.3284342760994131","0.026598200141484937","0.03547271206839476","2.4719348443829356","0.008398202343837514","0.016124650018159693","0.14105538430217796","2.461136990462228","0.008240628752309208","0.027112318912184397","0.2193032201115638","0.3955986175929067","0.0365062554980153","0.01606320427887418","0.14734590846444875"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold1_seed0","5","2","2","16","64","128","0.20332445632575147","0.3159201751334683","0.025136340072594687","0.03266223077495007","2.4414007480900115","0.007893956129735265","0.01512660328058177","0.1366935271000467","2.374791050697218","0.007917861179380894","0.02553398978968431","0.21285650613732196","0.373834802039164","0.03748276528262504","0.016118071525214318","0.14297770823868822"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold0_seed2","5","2","2","16","64","128","0.20993313636265512","0.3381296598763693","0.028188167714690696","0.0414057174278415","2.512875816815095","0.008218517745612192","0.01629249899890098","0.141188262230102","2.5103738208619877","0.008444105827905005","0.02774463503950505","0.21774169142824415","0.3901988000140162","0.041402308164632626","0.019383287681818823","0.14639384015985973"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold0_seed1","5","2","2","16","64","128","0.21293895122805503","0.32702852394056814","0.0255129748704114","0.03256269735186224","2.449695470076897","0.008782956290526495","0.016583428545922485","0.14331624267810955","2.433352352034845","0.009326935890629853","0.027161802824258775","0.21987774004198937","0.35610812619675963","0.05699111955078304","0.02835482686580361","0.1480818710814404"
"hpo_090_num_layers-2_l_max-2_num_scalar_features-64_num_tensor_features-16_mlp_width-128_fold0_seed0","5","2","2","16","64","128","0.20798818543419503","0.32539034261102917","0.02571045554854732","0.03547070413953907","2.3496366233991326","0.00793232390169108","0.015727785724787405","0.13978194506316552","2.3942117804205982","0.008095514208127529","0.02631770056165853","0.21450481030279644","0.3663150068107376","0.04032771350967545","0.01980014530061584","0.14413086935400882"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold2_seed2","5","2","2","64","32","512","0.18838942874380352","0.2947725507815004","0.02477666325868564","0.040028187854150445","2.254816240944842","0.007702760296686684","0.01544119035845844","0.12680022510350042","2.325395301312009","0.007625420286904259","0.025010282740666467","0.19414703968627384","0.31023108950274375","0.04508395764863957","0.01552463883437673","0.13056576018719693"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold2_seed1","5","2","2","64","32","512","0.19218589660688495","0.300059424322006","0.025317849697767555","0.03749384194536643","2.3430287754249535","0.007899177222990716","0.015453345766116722","0.1293696330344314","2.3977716288341413","0.007852161692111859","0.02578627455472956","0.19716441746058383","0.30646237921352304","0.04411182649740091","0.01626370547139632","0.13263567355114106"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold2_seed0","5","2","2","64","32","512","0.18403584336855172","0.30126293835115986","0.024623471896265337","0.03678494877931676","2.262735484109069","0.007818608223091005","0.015098844384295502","0.12397211639343587","2.2998125343285767","0.007680884928598095","0.02489583402066935","0.1890933369463426","0.31166688358553907","0.04250677716391882","0.01643106656264129","0.12725769479674673"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold1_seed2","5","2","2","64","32","512","0.17722046655342968","0.28766992686000986","0.022646141650262932","0.02907677978064257","2.157088631025488","0.00730169228678626","0.014270113444602463","0.11929226021699216","2.148569699667859","0.00718956001237759","0.02307702049900217","0.1872486918866272","0.35514561343797457","0.03269360659091293","0.01444869565218134","0.12585856072552373"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold1_seed1","5","2","2","64","32","512","0.172014431150422","0.28768780294774793","0.02170192959264225","0.029250495629717824","2.0854060249249313","0.007079132166807726","0.013817088810748286","0.1157816025168939","2.109827509703492","0.006966315846830928","0.022593014600707503","0.18216342793566093","0.3570701572196491","0.030970030589231225","0.013805259881740023","0.12243318825729642"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold1_seed0","5","2","2","64","32","512","0.17256894929316857","0.2735565201433715","0.022905807359661683","0.033778644444324116","2.1235835806815277","0.007271088176202321","0.014436592081112865","0.11622540100556776","2.102212975224579","0.006982868963786581","0.022850525869415356","0.18256961521044293","0.34950734572895825","0.03233552668465154","0.01374133458969854","0.12270925013797668"
"hpo_089_num_layers-2_l_max-2_num_scalar_features-32_num_tensor_features-64_mlp_width-512_fold0_seed2","5","2","2","64","32","512","0.1820315090343902","0.28300097128337465","0.023527288911173443","0.03258141947337839","2.2138270863992995","0.007432524487570832","0.01491061455277204","0.1225120506949994","2.1956375031160453","0.00784664807374778","0.023681032060721936","0.18734531459975085","0.3340395827802647","0.03760488780228232","0.023912355818198637","0.12614622320910474"
